Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Fz (uV),P4 (uV),O1 (uV),O2 (uV),Ref (uV),AccX (mg),AccY (mg),AccZ (mg),Event A,Event B
,42,11,-378,-1510,-2222,-4360,,,,,,,,,,,,-3,,,,,
,528,32,39,-117,-16,-91,,,,,,,,,,,,1,,,,,
,-319,-33,387,1251,2041,3204,,,,,,,,,,,,2,,,,,
,-17,-25,1742,5402,8367,15293,,,,,,,,,,,,-3,,,,,
,92,14,465,1463,2295,4622,,,,,,,,,,,,7,,,,,
,-246,12,58,-123,26,75,,,,,,,,,,,,-1,,,,,
,-52,-1,-428,-1341,-2025,-3398,,,,,,,,,,,,-2,,,,,
,202,,-1850,-5239,-8495,-15579,,,,,,,,,,,,4,,,,,
,-17,-11,-493,-1234,-2343,-4517,,,,,,,,,,,,-7,,,,,
,10,-18,23,53,112,261,,,,,,,,,,,,-1,,,,,
,569,29,523,1106,2120,3568,,,,,,,,,,,,3,,,,,
,-705,-29,1797,5129,8432,15247,,,,,,,,,,,,3,,,,,
,1555,3,403,1440,2151,4111,,,,,,,,,,,,6,,,,,
,-1110,21,-53,164,-88,,,,,,,,,,,,,-4,,,,,
,-430,-6,-443,-1199,-1927,-3181,,,,,,,,,,,,3,,,,,
,-90,-20,-1744,-5344,-8385,-15157,,,,,,,,,,,,,,,,,
,32,2,-417,-1521,-2257,-4511,,,,,,,,,,,,-6,,,,,
,7,-1,-36,32,-60,-318,,,,,,,,,,,,-5,,,,,
,-79,-2,411,1366,1978,3427,,,,,,,,,,,,10,,,,,
,2806,,1801,5289,8552,15555,,,,,,,,,,,,-3,,,,,
,-2058,25,500,1290,2254,4535,,,,,,,,,,,,-1,,,,,
,-772,-18,23,-101,-10,19,,,,,,,,,,,,-3,,,,,
,-42,-3,-493,-1230,-2080,-3705,,,,,,,,,,,,3,,,,,
,172,6,-1839,-5081,-8518,-15342,,,,,,,,,,,,5,,,,,
,-28,-7,-433,-1328,-2172,-4273,,,,,,,,,,,,-1,,,,,
,-165,2,50,-124,62,105,,,,,,,,,,,,-4,,,,,
,109,-1,492,1100,2060,3438,,,,,,,,,,,,-7,,,,,
,518,-3,1728,5251,8386,15012,,,,,,,,,,,,2,,,,,
,92,20,400,1566,2092,4348,,,,,,,,,,,,7,,,,,
,276,-17,13,86,125,257,,,,,,,,,,,,-9,,,,,
,-640,3,-394,-1365,-1967,-3294,,,,,,,,,,,,-5,,,,,
,-298,-5,-1774,-5343,-8431,-15218,,,,,,,,,,,,6,,,,,
,12,18,-489,-1396,-2313,-4807,,,,,,,,,,,,-5,,,,,
,2178,-16,-49,131,-117,-145,,,,,,,,,,,,9,,,,,
,11,28,463,1313,2168,3700,,,,,,,,,,,,4,,,,,
,-1932,3,1856,5159,8522,15490,,,,,,,,,,,,,,,,,
,-147,-32,478,1290,2165,4400,,,,,,,,,,,,-1,,,,,
,-87,2,-38,-6,-13,-281,,,,,,,,,,,,-4,,,,,
,113,-4,-515,-1092,-2094,-3401,,,,,,,,,,,,2,,,,,
,1441,6,-1782,-5167,-8395,-15129,,,,,,,,,,,,4,,,,,
,-1558,,-378,-1499,-2192,-4338,,,,,,,,,,,,,,,,,
,263,-3,23,-124,-15,-14,,,,,,,,,,,,10,,,,,
,-313,3,395,1225,2065,3188,,,,,,,,,,,,-4,,,,,
,200,-6,1746,5360,8318,15177,,,,,,,,,,,,-7,,,,,
,181,,454,1493,2267,4617,,,,,,,,,,,,-3,,,,,
,145,,62,-98,69,136,,,,,,,,,,,,-7,,,,,
,-212,3,-405,-1337,-2029,-3359,,,,,,,,,,,,5,,,,,
,1551,-3,-1830,-5248,-8457,-15552,,,,,,,,,,,,-3,,,,,
,-1748,29,-510,-1269,-2406,-4606,,,,,,,,,,,,3,,,,,
,-57,-25,4,82,83,196,,,,,,,,,,,,3,,,,,
,459,-2,506,1149,2179,3665,,,,,,,,,,,,15,,,,,
,-205,,1834,5123,8416,15291,,,,,,,,,,,,-12,,,,,
,390,-1,394,1405,2182,4152,,,,,,,,,,,,-9,,,,,
,-202,-1,-40,122,-108,-123,,,,,,,,,,,,-6,,,,,
,1405,,-466,-1144,-1955,-3205,,,,,,,,,,,,10,,,,,
,-1661,28,-1728,-5327,-8316,-15060,,,,,,,,,,,,-6,,,,,
,-118,-26,-419,-1528,-2308,-4490,,,,,,,,,,,,14,,,,,
,177,1,-33,-24,-31,-306,,,,,,,,,,,,-5,,,,,
,63,1,383,1337,1953,3303,,,,,,,,,,,,-1,,,,,
,-317,-4,1799,5383,8549,15573,,,,,,,,,,,,1,,,,,
,1835,2,509,1311,2255,4550,,,,,,,,,,,,-4,,,,,
,-1724,13,33,-133,-7,39,,,,,,,,,,,,-4,,,,,
,-193,-15,-480,-1255,-2034,-3709,,,,,,,,,,,,1,,,,,
,95,,-1844,-5108,-8541,-15366,,,,,,,,,,,,-4,,,,,
,8,2,-456,-1281,-2200,-4305,,,,,,,,,,,,-1,,,,,
,2127,-2,48,-116,37,114,,,,,,,,,,,,16,,,,,
,-1550,13,498,1118,2101,3577,,,,,,,,,,,,-4,,,,,
,-594,-42,1756,5197,8390,15000,,,,,,,,,,,,-4,,,,,
,-63,29,391,1533,2102,4288,,,,,,,,,,,,10,,,,,
,247,,2,118,80,184,,,,,,,,,,,,-11,,,,,
,4151,,-418,-1323,-1953,-3240,,,,,,,,,,,,5,,,,,
,-3898,1,-1755,-5372,-8438,-15244,,,,,,,,,,,,-6,,,,,
,-414,-33,-443,-1419,-2271,-4712,,,,,,,,,,,,4,,,,,
,1770,,-71,140,-130,-111,,,,,,,,,,,,3,,,,,
,-1541,43,441,1346,2135,3595,,,,,,,,,,,,-3,,,,,
,-82,-11,1836,5133,8502,15409,,,,,,,,,,,,1,,,,,
,78,-26,500,1297,2238,4536,,,,,,,,,,,,-5,,,,,
,-159,,-23,-27,-27,-268,,,,,,,,,,,,1,,,,,
,115,27,-513,-1138,-2118,-3526,,,,,,,,,,,,-3,,,,,
,-269,-1,-1810,-5121,-8402,-15141,,,,,,,,,,,,-3,,,,,
,288,-26,-398,-1461,-2188,-4305,,,,,,,,,,,,5,,,,,
,299,,52,-127,11,81,,,,,,,,,,,,-1,,,,,
,-470,-6,415,1192,2064,3219,,,,,,,,,,,,6,,,,,
,229,,1735,5336,8311,15081,,,,,,,,,,,,4,,,,,
,-273,32,426,1558,2244,4594,,,,,,,,,,,,-10,,,,,
,-118,,64,-60,110,226,,,,,,,,,,,,,,,,,
,135,-26,-400,-1392,-2082,-3416,,,,,,,,,,,,-2,,,,,
,571,,-1815,-5271,-8441,-15483,,,,,,,,,,,,10,,,,,
,-406,-3,-488,-1287,-2341,-4664,,,,,,,,,,,,3,,,,,
,-233,3,-22,146,72,156,,,,,,,,,,,,-3,,,,,
,1965,-6,496,1148,2128,3644,,,,,,,,,,,,2,,,,,
,-1744,11,1842,5104,8425,15377,,,,,,,,,,,,3,,,,,
,-4,-11,417,1355,2184,4203,,,,,,,,,,,,-12,,,,,
,-120,-9,-70,98,-100,-218,,,,,,,,,,,,3,,,,,
,16,-2,-469,-1068,-1939,-3204,,,,,,,,,,,,2,,,,,
,103,17,-1750,-5322,-8377,-15095,,,,,,,,,,,,-4,,,,,
,2143,-6,-384,-1521,-2257,-4417,,,,,,,,,,,,2,,,,,
,-2250,45,-27,-49,-17,-203,,,,,,,,,,,,2,,,,,
,38,-39,398,1315,1938,3205,,,,,,,,,,,,-1,,,,,
,86,-15,1787,5370,8500,15438,,,,,,,,,,,,-4,,,,,
,124,-5,485,1350,2265,4630,,,,,,,,,,,,9,,,,,
,-203,20,59,-99,25,93,,,,,,,,,,,,-9,,,,,
,515,-20,-474,-1300,-2048,-3629,,,,,,,,,,,,-1,,,,,
,-485,20,-1870,-5158,-8550,-15487,,,,,,,,,,,,-2,,,,,
,304,-7,-462,-1235,-2214,-4332,,,,,,,,,,,,-7,,,,,
,-324,-10,55,-90,36,114,,,,,,,,,,,,12,,,,,
,-88,2,501,1117,2123,3616,,,,,,,,,,,,5,,,,,
,24,18,1763,5178,8417,15096,,,,,,,,,,,,-3,,,,,
,32,-18,403,1528,2135,4267,,,,,,,,,,,,11,,,,,
,-22,,-27,133,18,59,,,,,,,,,,,,-1,,,,,
,106,15,-411,-1320,-1987,-3235,,,,,,,,,,,,-2,,,,,
,15,-15,-1739,-5344,-8402,-15157,,,,,,,,,,,,-11,,,,,
,-122,-2,-452,-1476,-2288,-4671,,,,,,,,,,,,-6,,,,,
,112,2,-66,114,-74,-232,,,,,,,,,,,,3,,,,,
,-114,,437,1374,2123,3539,,,,,,,,,,,,-1,,,,,
,-39,9,1838,5160,8471,15443,,,,,,,,,,,,2,,,,,
,372,-9,487,1327,2231,4601,,,,,,,,,,,,3,,,,,
,-348,-2,-18,-70,-16,-134,,,,,,,,,,,,-8,,,,,
,170,14,-499,-1159,-2098,-3631,,,,,,,,,,,,10,,,,,
,-118,-12,-1807,-5099,-8417,-15258,,,,,,,,,,,,-4,,,,,
,-142,13,-419,-1440,-2196,-4253,,,,,,,,,,,,7,,,,,
,-27,-1,46,-129,-13,92,,,,,,,,,,,,8,,,,,
,-52,-9,450,1159,2051,3301,,,,,,,,,,,,-1,,,,,
,2227,-3,1742,5326,8405,15110,,,,,,,,,,,,-10,,,,,
,-1934,-2,411,1578,2208,4422,,,,,,,,,,,,3,,,,,
,-125,15,52,-63,42,216,,,,,,,,,,,,1,,,,,
,-69,-4,-403,-1375,-2008,-3266,,,,,,,,,,,,-1,,,,,
,27,3,-1819,-5280,-8437,-15360,,,,,,,,,,,,5,,,,,
,466,-32,-503,-1312,-2320,-4762,,,,,,,,,,,,-15,,,,,
,-204,36,-21,138,28,-9,,,,,,,,,,,,-5,,,,,
,-118,-16,496,1171,2097,3619,,,,,,,,,,,,5,,,,,
,-97,-23,1844,5132,8462,15500,,,,,,,,,,,,3,,,,,
,34,23,445,1356,2180,4292,,,,,,,,,,,,-3,,,,,
,152,,-49,87,-42,-205,,,,,,,,,,,,,,,,,
,-112,-18,-497,-1080,-2013,-3375,,,,,,,,,,,,9,,,,,
,-189,18,-1752,-5309,-8407,-15147,,,,,,,,,,,,-2,,,,,
,-108,-20,-386,-1525,-2242,-4336,,,,,,,,,,,,-4,,,,,
,792,-3,-15,-76,-11,-119,,,,,,,,,,,,-2,,,,,
,-484,22,413,1324,2028,3241,,,,,,,,,,,,,,,,,
,144,-19,1754,5388,8462,15286,,,,,,,,,,,,-4,,,,,
,-298,20,466,1362,2221,4582,,,,,,,,,,,,1,,,,,
,56,,59,-100,15,185,,,,,,,,,,,,8,,,,,
,822,-18,-449,-1301,-2012,-3414,,,,,,,,,,,,-2,,,,,
,-95,3,-1841,-5184,-8494,-15568,,,,,,,,,,,,-2,,,,,
,3459,33,-471,-1242,-2238,-4540,,,,,,,,,,,,2,,,,,
,-1822,-8,20,-48,5,145,,,,,,,,,,,,-2,,,,,
,-1600,-25,503,1105,2073,3596,,,,,,,,,,,,3,,,,,
,1985,-8,1804,5176,8462,15256,,,,,,,,,,,,-1,,,,,
,-1988,,398,1512,2182,4224,,,,,,,,,,,,-2,,,,,
,-679,13,-44,161,-8,-47,,,,,,,,,,,,-9,,,,,
,-185,-13,-415,-1287,-1976,-3214,,,,,,,,,,,,5,,,,,
,219,4,-1743,-5355,-8425,-15137,,,,,,,,,,,,1,,,,,
,-104,-13,-451,-1485,-2299,-4538,,,,,,,,,,,,8,,,,,
,-89,12,-54,65,-33,-237,,,,,,,,,,,,5,,,,,
,988,-13,420,1368,2072,3377,,,,,,,,,,,,-6,,,,,
,-586,27,1838,5176,8455,15407,,,,,,,,,,,,-9,,,,,
,-101,-25,513,1340,2244,4650,,,,,,,,,,,,4,,,,,
,-117,,-20,-70,16,39,,,,,,,,,,,,1,,,,,
,-40,13,-505,-1195,-2090,-3721,,,,,,,,,,,,8,,,,,
,40,-13,-1826,-5067,-8424,-15322,,,,,,,,,,,,7,,,,,
,1804,12,-411,-1414,-2225,-4298,,,,,,,,,,,,-10,,,,,
,-1939,11,48,-135,-9,149,,,,,,,,,,,,-5,,,,,
,312,-24,461,1160,2071,3435,,,,,,,,,,,,,,,,,
,-128,1,1736,5291,8397,15041,,,,,,,,,,,,-6,,,,,
,97,8,402,1585,2211,4370,,,,,,,,,,,,1,,,,,
,-271,-8,42,-17,55,157,,,,,,,,,,,,-4,,,,,
,7,13,-402,-1362,-2016,-3226,,,,,,,,,,,,12,,,,,
,1159,-2,-1782,-5341,-8447,-15310,,,,,,,,,,,,-3,,,,,
,-975,-16,-491,-1334,-2297,-4746,,,,,,,,,,,,-4,,,,,
,-362,17,-41,155,-19,-116,,,,,,,,,,,,1,,,,,
,166,-12,459,1220,2128,3649,,,,,,,,,,,,-1,,,,,
,119,,1859,5114,8436,15479,,,,,,,,,,,,7,,,,,
,-98,-22,456,1320,2171,4385,,,,,,,,,,,,,,,,,
,-102,22,-66,68,6,-192,,,,,,,,,,,,-7,,,,,
,246,8,-493,-1077,-2015,-3473,,,,,,,,,,,,5,,,,,
,3141,-30,-1771,-5269,-8413,-15149,,,,,,,,,,,,4,,,,,
,-2787,9,-382,-1501,-2265,-4335,,,,,,,,,,,,-5,,,,,
,-440,-9,15,-84,-5,19,,,,,,,,,,,,-5,,,,,
,816,,402,1274,2048,3211,,,,,,,,,,,,15,,,,,
,-1069,7,1761,5402,8422,15192,,,,,,,,,,,,-9,,,,,
,153,-4,476,1403,2218,4543,,,,,,,,,,,,-1,,,,,
,546,1,45,-113,33,195,,,,,,,,,,,,-4,,,,,
,-530,18,-448,-1335,-2026,-3375,,,,,,,,,,,,7,,,,,
,-141,,-1836,-5193,-8479,-15511,,,,,,,,,,,,4,,,,,
,409,,-477,-1228,-2247,-4560,,,,,,,,,,,,5,,,,,
,-301,,30,-20,-16,53,,,,,,,,,,,,-2,,,,,
,83,-22,501,1133,2156,3716,,,,,,,,,,,,,,,,,
,82,3,1798,5135,8432,15346,,,,,,,,,,,,-15,,,,,
,-61,,415,1460,2123,4121,,,,,,,,,,,,7,,,,,
,2226,-12,-45,156,-4,-140,,,,,,,,,,,,6,,,,,
,-2079,10,-431,-1208,-1928,-3168,,,,,,,,,,,,7,,,,,
,-228,3,-1746,-5350,-8432,-15092,,,,,,,,,,,,-12,,,,,
,237,,-425,-1495,-2312,-4469,,,,,,,,,,,,-5,,,,,
,-270,-4,-55,40,-42,-316,,,,,,,,,,,,13,,,,,
,167,4,398,1363,2073,3351,,,,,,,,,,,,-2,,,,,
,-180,-14,1799,5227,8481,15413,,,,,,,,,,,,3,,,,,
,129,10,504,1344,2250,4680,,,,,,,,,,,,,,,,,
,-21,,30,-106,-17,41,,,,,,,,,,,,-4,,,,,
,2906,-9,-489,-1221,-2077,-3672,,,,,,,,,,,,-11,,,,,
,-2047,-5,-1850,-5081,-8450,-15406,,,,,,,,,,,,10,,,,,
,-864,14,-426,-1361,-2205,-4347,,,,,,,,,,,,-8,,,,,
,169,-9,61,-112,5,135,,,,,,,,,,,,3,,,,,
,-225,,466,1119,2058,3543,,,,,,,,,,,,8,,,,,
,-10,,1739,5250,8406,15051,,,,,,,,,,,,-12,,,,,
,-106,12,412,1595,2190,4285,,,,,,,,,,,,,,,,,
,62,-12,3,38,53,169,,,,,,,,,,,,7,,,,,
,2016,-5,-395,-1365,-2005,-3235,,,,,,,,,,,,-14,,,,,
,-1843,12,-1762,-5345,-8451,-15251,,,,,,,,,,,,5,,,,,
,-112,-7,-483,-1357,-2235,-4658,,,,,,,,,,,,14,,,,,
,-98,,-57,126,-69,-204,,,,,,,,,,,,3,,,,,
,4191,,454,1284,2123,3608,,,,,,,,,,,,4,,,,,
,-3880,-1,1859,5112,8464,15468,,,,,,,,,,,,-8,,,,,
,-266,1,481,1320,2178,4490,,,,,,,,,,,,-6,,,,,
,92,,-46,27,-4,-219,,,,,,,,,,,,10,,,,,
,360,12,-513,-1107,-2066,-3565,,,,,,,,,,,,-10,,,,,
,-410,,-1787,-5192,-8385,-15145,,,,,,,,,,,,2,,,,,
,-155,-29,-397,-1504,-2252,-4309,,,,,,,,,,,,-9,,,,,
,1364,26,37,-122,-26,33,,,,,,,,,,,,10,,,,,
,-1227,-17,407,1244,2064,3235,,,,,,,,,,,,-3,,,,,
,24,8,1742,5396,8419,15164,,,,,,,,,,,,5,,,,,
,-31,-1,461,1475,2252,4552,,,,,,,,,,,,-5,,,,,
,25,-20,59,-108,6,145,,,,,,,,,,,,-10,,,,,
,55,20,-420,-1366,-2043,-3289,,,,,,,,,,,,3,,,,,
,-231,-20,-1844,-5197,-8429,-15473,,,,,,,,,,,,10,,,,,
,72,13,-500,-1268,-2321,-4717,,,,,,,,,,,,-1,,,,,
,614,7,15,46,50,111,,,,,,,,,,,,-2,,,,,
,-592,-20,508,1148,2132,3707,,,,,,,,,,,,3,,,,,
,530,21,1811,5121,8404,15373,,,,,,,,,,,,-1,,,,,
,-150,-17,418,1412,2151,4141,,,,,,,,,,,,5,,,,,
,-335,17,-45,136,-30,-161,,,,,,,,,,,,-7,,,,,
,115,-19,-459,-1145,-1933,-3242,,,,,,,,,,,,2,,,,,
,-16,2,-1728,-5342,-8407,-15083,,,,,,,,,,,,-8,,,,,
,308,,-423,-1532,-2303,-4424,,,,,,,,,,,,-1,,,,,
,-100,-2,-38,-14,-2,-194,,,,,,,,,,,,2,,,,,
,-286,15,405,1394,2052,3331,,,,,,,,,,,,-4,,,,,
,-162,-17,1792,5295,8453,15347,,,,,,,,,,,,2,,,,,
,52,2,510,1300,2207,4504,,,,,,,,,,,,-2,,,,,
,241,-2,42,-72,31,193,,,,,,,,,,,,4,,,,,
,-39,-10,-499,-1268,-2089,-3656,,,,,,,,,,,,1,,,,,
,22,13,-1860,-5086,-8448,-15425,,,,,,,,,,,,-5,,,,,
,-235,,-431,-1306,-2180,-4321,,,,,,,,,,,,1,,,,,
,118,-12,48,-124,5,131,,,,,,,,,,,,15,,,,,
,-94,-1,481,1085,2010,3523,,,,,,,,,,,,-8,,,,,
,9641,12,1771,5270,8457,15112,,,,,,,,,,,,4,,,,,
,-3820,-14,399,1557,2178,4262,,,,,,,,,,,,,,,,,
,-3948,3,-5,71,13,38,,,,,,,,,,,,-1,,,,,
,-1753,16,-413,-1337,-1997,-3207,,,,,,,,,,,,6,,,,,
,109,-18,-1764,-5358,-8417,-15128,,,,,,,,,,,,-5,,,,,
,-111,1,-465,-1410,-2282,-4681,,,,,,,,,,,,5,,,,,
,1,-3,-50,142,-52,-213,,,,,,,,,,,,5,,,,,
,-13,4,440,1315,2111,3511,,,,,,,,,,,,-15,,,,,
,118,9,1827,5151,8494,15560,,,,,,,,,,,,4,,,,,
,-225,,491,1271,2139,4433,,,,,,,,,,,,2,,,,,
,1733,-11,-29,17,35,-101,,,,,,,,,,,,3,,,,,
,-1604,7,-511,-1129,-2099,-3650,,,,,,,,,,,,,,,,,
,38,6,-1787,-5136,-8350,-15164,,,,,,,,,,,,6,,,,,
,-210,-11,-389,-1491,-2226,-4281,,,,,,,,,,,,-10,,,,,
,222,26,35,-133,-35,98,,,,,,,,,,,,-5,,,,,
,30,-26,418,1220,2053,3218,,,,,,,,,,,,6,,,,,
,-62,,1734,5387,8421,15142,,,,,,,,,,,,1,,,,,
,507,,442,1509,2219,4473,,,,,,,,,,,,-7,,,,,
,-515,,54,-104,21,167,,,,,,,,,,,,,,,,,
,-29,,-432,-1355,-2026,-3207,,,,,,,,,,,,8,,,,,
,45,-19,-1800,-5262,-8438,-15457,,,,,,,,,,,,,,,,,
,-14,18,-491,-1299,-2343,-4789,,,,,,,,,,,,-7,,,,,
,90,,-17,160,115,163,,,,,,,,,,,,2,,,,,
,24,-20,512,1103,2074,3612,,,,,,,,,,,,2,,,,,
,-275,21,1842,5092,8400,15339,,,,,,,,,,,,-2,,,,,
,518,,415,1430,2243,4351,,,,,,,,,,,,1,,,,,
,2483,-19,-76,90,-101,-301,,,,,,,,,,,,1,,,,,
,-2930,18,-458,-1117,-1976,-3309,,,,,,,,,,,,-6,,,,,
,-130,-13,-1745,-5316,-8359,-15018,,,,,,,,,,,,-7,,,,,
,28,-5,-394,-1530,-2280,-4366,,,,,,,,,,,,7,,,,,
,87,-1,-28,-6,-12,-167,,,,,,,,,,,,3,,,,,
,65,-8,391,1320,2005,3190,,,,,,,,,,,,-2,,,,,
,1701,7,1793,5377,8495,15361,,,,,,,,,,,,-3,,,,,
,-1262,21,498,1317,2195,4603,,,,,,,,,,,,5,,,,,
,3961,-1,38,-117,18,168,,,,,,,,,,,,-2,,,,,
,-3898,-9,-489,-1297,-2068,-3578,,,,,,,,,,,,-3,,,,,
,-103,-19,-1840,-5115,-8478,-15501,,,,,,,,,,,,5,,,,,
,-269,10,-447,-1279,-2204,-4429,,,,,,,,,,,,20,,,,,
,162,2,48,-80,28,220,,,,,,,,,,,,-1,,,,,
,-334,-3,487,1105,2059,3565,,,,,,,,,,,,-11,,,,,
,2042,-12,1776,5189,8437,15119,,,,,,,,,,,,-10,,,,,
,771,49,379,1545,2127,4160,,,,,,,,,,,,-1,,,,,
,-1806,-13,-11,136,66,101,,,,,,,,,,,,6,,,,,
,-1078,-29,-405,-1318,-1960,-3149,,,,,,,,,,,,,,,,,
,17,-5,-1752,-5380,-8491,-15256,,,,,,,,,,,,4,,,,,
,93,2,-459,-1413,-2240,-4566,,,,,,,,,,,,-2,,,,,
,-10,-1,-56,114,-50,-224,,,,,,,,,,,,14,,,,,
,-47,11,431,1347,2103,3449,,,,,,,,,,,,-9,,,,,
,-6,-10,1824,5139,8493,15497,,,,,,,,,,,,-10,,,,,
,6,-1,514,1320,2178,4563,,,,,,,,,,,,-5,,,,,
,-7,16,-14,-40,-33,-131,,,,,,,,,,,,13,,,,,
,112,-16,-507,-1151,-2073,-3670,,,,,,,,,,,,4,,,,,
,1090,9,-1822,-5082,-8365,-15196,,,,,,,,,,,,-5,,,,,
,-1044,-22,-385,-1459,-2201,-4247,,,,,,,,,,,,-7,,,,,
,-184,13,37,-166,-64,88,,,,,,,,,,,,-2,,,,,
,50,13,427,1174,2055,3292,,,,,,,,,,,,14,,,,,
,413,26,1742,5338,8382,15055,,,,,,,,,,,,-2,,,,,
,254,-30,407,1577,2262,4445,,,,,,,,,,,,-10,,,,,
,-684,10,59,-65,46,220,,,,,,,,,,,,6,,,,,
,-6,-19,-414,-1382,-2045,-3247,,,,,,,,,,,,2,,,,,
,-40,-20,-1800,-5289,-8452,-15408,,,,,,,,,,,,-12,,,,,
,120,-2,-487,-1279,-2316,-4710,,,,,,,,,,,,-8,,,,,
,1742,21,-31,114,47,-17,,,,,,,,,,,,,,,,,
,-1633,23,488,1176,2128,3674,,,,,,,,,,,,14,,,,,
,-83,-44,1861,5156,8461,15512,,,,,,,,,,,,2,,,,,
,-194,21,436,1327,2138,4214,,,,,,,,,,,,-7,,,,,
,548,-1,-61,86,-46,-261,,,,,,,,,,,,3,,,,,
,1870,,-483,-1086,-1973,-3372,,,,,,,,,,,,,,,,,
,-2402,12,-1769,-5292,-8376,-15040,,,,,,,,,,,,2,,,,,
,-11,-31,-375,-1522,-2291,-4352,,,,,,,,,,,,-4,,,,,
,122,1,-6,-63,-23,-132,,,,,,,,,,,,-1,,,,,
,102,-5,379,1320,2062,3282,,,,,,,,,,,,1,,,,,
,381,26,1758,5358,8421,15150,,,,,,,,,,,,12,,,,,
,1144,-21,490,1380,2260,4647,,,,,,,,,,,,7,,,,,
,-229,3,58,-108,5,222,,,,,,,,,,,,-7,,,,,
,-1486,10,-459,-1333,-2068,-3520,,,,,,,,,,,,-9,,,,,
,-71,5,-1850,-5161,-8459,-15504,,,,,,,,,,,,-2,,,,,
,173,-23,-472,-1250,-2254,-4551,,,,,,,,,,,,2,,,,,
