Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Disabled (uV),F3 (uV),Fz (uV),F4 (uV),Disabled (uV),C3 (uV),Cz (uV),C4 (uV),Disabled (uV),P3 (uV),Pz (uV),P4 (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,201,19,-609,,-695,-724,-778,,-741,-849,,,-764,-756,-745,,,2,,,,,
,305,-1,-4070,,-3042,-4035,-4780,,-2588,-3049,,,-3705,-3592,-3915,,,-10,,,,,
,2805,,-2026,,-1196,-1660,-2454,,-784,-743,,,-1550,-1302,-1543,,,,,,,,
,-3105,-32,-287,,-81,-71,-423,,-21,62,,,-308,-198,-227,,,1,,,,,
,-141,1,598,,762,922,722,,746,779,,,862,772,677,,,-4,,,,,
,-321,-2,3885,,2993,3859,4849,,2587,3036,,,3851,3640,4059,,,-1,,,,,
,615,13,2135,,1140,1491,2446,,810,808,,,1468,1267,1430,,,13,,,,,
,-204,-14,490,,242,125,421,,23,22,,,185,119,46,,,-6,,,,,
,-312,14,-812,,-796,-892,-945,,-752,-848,,,-812,-770,-732,,,-7,,,,,
,734,-11,-4155,,-3219,-3839,-4815,,-2729,-3108,,,-3767,-3574,-3777,,,5,,,,,
,-162,11,-1771,,-1055,-1419,-2307,,-733,-770,,,-1381,-1261,-1569,,,4,,,,,
,-55,,-287,,-66,-170,-238,,,-12,,,-206,-170,-134,,,-7,,,,,
,356,-12,833,,786,838,852,,761,866,,,713,722,853,,,10,,,,,
,-46,1,3871,,3105,3845,4758,,2696,3108,,,3888,3578,3861,,,-2,,,,,
,-131,,2068,,1175,1724,2513,,743,820,,,1336,1267,1440,,,-3,,,,,
,-268,1,412,,117,213,401,,73,,,,178,134,178,,,-11,,,,,
,2,,-828,,-700,-980,-924,,-637,-780,,,-839,-850,-760,,,6,,,,,
,634,-21,-4201,,-3047,-4032,-4950,,-2606,-3073,,,-3749,-3605,-3849,,,,,,,,
,-620,20,-2041,,-1218,-1595,-2645,,-707,-842,,,-1298,-1282,-1638,,,5,,,,,
,3094,-2,-272,,-290,-213,-467,,-279,-52,,,-324,-164,-275,,,-2,,,,,
,-1472,3,442,,493,694,675,,447,753,,,738,819,797,,,-5,,,,,
,-634,-4,3800,,2931,3690,4760,,2405,3041,,,3720,3645,4016,,,7,,,,,
,-791,-17,2125,,1149,1485,2466,,700,783,,,1373,1203,1433,,,17,,,,,
,500,19,189,,157,161,482,,41,16,,,,67,172,,,-7,,,,,
,-722,-18,-519,,-534,-530,-678,,-588,-738,,,-935,-847,-921,,,-14,,,,,
,-128,-1,-3864,,-2985,-3725,-4828,,-2496,-3010,,,-3585,-3582,-3909,,,,,,,,
,353,-12,-2071,,-1073,-1712,-2605,,-493,-753,,,-1310,-1273,-1518,,,7,,,,,
,-442,2,-579,,-256,-403,-666,,22,-45,,,-148,-190,-228,,,4,,,,,
,3405,11,445,,532,685,657,,552,761,,,823,768,716,,,-15,,,,,
,-3809,-11,4019,,3032,3936,4849,,2519,3057,,,3926,3584,3765,,,-4,,,,,
,1172,11,2163,,1168,1670,2487,,617,815,,,1171,1278,1639,,,11,,,,,
,-247,-1,350,,220,177,456,,122,73,,,153,145,260,,,3,,,,,
,1344,-13,-631,,-661,-809,-696,,-681,-741,,,-871,-848,-680,,,-4,,,,,
,-1718,2,-3935,,-3150,-3772,-4824,,-2792,-3062,,,-3830,-3594,-3880,,,8,,,,,
,194,11,-2101,,-1199,-1450,-2415,,-750,-734,,,-1406,-1194,-1513,,,-9,,,,,
,15,-10,-145,,68,-51,-292,,63,78,,,-308,-222,-289,,,-5,,,,,
,1476,-1,582,,795,727,732,,789,794,,,929,832,903,,,12,,,,,
,-1860,15,3867,,3001,3756,4740,,2709,3024,,,3972,3675,3982,,,-6,,,,,
,-108,-13,2231,,1153,1690,2447,,751,800,,,1239,1278,1509,,,16,,,,,
,107,-21,521,,239,325,597,,35,25,,,274,86,-232,,,-6,,,,,
,440,20,-698,,-789,-801,-744,,-927,-820,,,-952,-786,-765,,,-16,,,,,
,757,-20,-4046,,-3085,-3931,-4880,,-2685,-3035,,,-3903,-3616,-3754,,,13,,,,,
,-28,,-2233,,-1186,-1713,-2561,,-655,-797,,,-1350,-1260,-1383,,,-4,,,,,
,-1293,1,-268,,-82,-139,-362,,-95,-27,,,-219,-186,-246,,,-4,,,,,
,618,-14,724,,678,922,765,,680,729,,,879,780,814,,,-1,,,,,
,-198,13,3847,,2949,3810,4810,,2692,2980,,,4018,3642,3916,,,6,,,,,
,-312,,1980,,1098,1435,2398,,791,803,,,1280,1301,1620,,,-8,,,,,
,299,3,577,,200,147,462,,82,29,,,175,137,83,,,6,,,,,
,727,-3,-534,,-638,-753,-817,,-756,-810,,,-797,-783,-939,,,-3,,,,,
,4185,-12,-4128,,-3088,-3789,-4908,,-2700,-3057,,,-3877,-3602,-3901,,,-5,,,,,
,-3786,12,-2030,,-1154,-1559,-2415,,-686,-754,,,-1384,-1265,-1415,,,1,,,,,
,-892,-11,-373,,-142,-295,-453,,22,12,,,-107,-113,-70,,,16,,,,,
,4624,11,721,,767,765,778,,788,792,,,959,793,721,,,-4,,,,,
,-3531,-11,4003,,3117,3978,4953,,2612,3044,,,3789,3610,3944,,,-12,,,,,
,2888,,1989,,1120,1718,2427,,647,766,,,1203,1315,1555,,,15,,,,,
,-3778,-20,357,,38,235,479,,24,20,,,191,72,-33,,,-15,,,,,
,-365,13,-527,,-638,-831,-651,,-700,-790,,,-771,-808,-792,,,7,,,,,
,-366,7,-4119,,-3111,-3956,-4921,,-2628,-3028,,,-3783,-3589,-3865,,,-2,,,,,
,-86,,-2259,,-1234,-1658,-2624,,-733,-797,,,-1433,-1290,-1577,,,2,,,,,
,248,,-417,,-244,-154,-605,,-143,-95,,,-171,-69,-97,,,6,,,,,
,-86,-21,758,,691,833,795,,635,725,,,898,854,948,,,-3,,,,,
,2892,1,3979,,3089,3824,4919,,2647,3035,,,3851,3630,3933,,,-7,,,,,
,-2318,,2121,,1339,1619,2483,,848,840,,,1514,1280,1501,,,-2,,,,,
,610,-10,508,,341,381,529,,72,77,,,-89,50,38,,,4,,,,,
,-480,10,-708,,-738,-675,-702,,-725,-786,,,-903,-865,-890,,,9,,,,,
,-473,5,-4135,,-3204,-3930,-4948,,-2682,-3079,,,-3823,-3601,-3880,,,-2,,,,,
,-258,-15,-2215,,-1226,-1772,-2499,,-696,-799,,,-1307,-1246,-1378,,,-4,,,,,
,31,-2,-391,,-148,-257,-414,,-54,-23,,,-245,-143,-46,,,-8,,,,,
,-333,13,642,,683,900,772,,650,733,,,770,773,718,,,4,,,,,
,147,-12,4188,,3115,4033,5009,,2540,3093,,,3542,3571,3888,,,1,,,,,
,571,1,1918,,1044,1554,2480,,599,777,,,1371,1327,1492,,,2,,,,,
,-592,,390,,244,192,500,,176,56,,,333,121,52,,,-15,,,,,
,-231,-15,-717,,-640,-825,-818,,-587,-775,,,-788,-859,-757,,,17,,,,,
,293,-7,-3941,,-2883,-3830,-4910,,-2449,-3017,,,-3787,-3726,-4102,,,4,,,,,
,765,22,-2013,,-1199,-1582,-2567,,-697,-808,,,-1269,-1251,-1573,,,-7,,,,,
,-897,-1,-620,,-449,-403,-745,,-191,-36,,,-93,-61,10,,,14,,,,,
,138,,688,,796,851,973,,718,875,,,628,747,878,,,,,,,,
,406,-32,4096,,3327,3973,4948,,2744,3075,,,3795,3580,3838,,,-10,,,,,
,-793,12,1899,,1145,1649,2358,,708,777,,,1533,1298,1427,,,5,,,,,
,817,-11,361,,133,358,500,,-20,41,,,57,151,168,,,-15,,,,,
,-33,,-540,,-643,-718,-744,,-693,-769,,,-856,-809,-764,,,4,,,,,
,-477,3,-4016,,-3069,-3931,-4819,,-2645,-3039,,,-3734,-3616,-3901,,,11,,,,,
,480,13,-2075,,-1171,-1671,-2556,,-713,-768,,,-1355,-1325,-1577,,,-1,,,,,
,-479,-15,-315,,-143,-204,-404,,-64,-40,,,-402,-169,-35,,,5,,,,,
,16,,611,,680,844,699,,739,732,,,905,790,684,,,10,,,,,
,18,,3970,,3023,3855,4837,,2507,3011,,,3882,3638,3825,,,1,,,,,
,1363,12,1913,,994,1396,2388,,651,757,,,1429,1332,1623,,,-13,,,,,
,-1471,-1,256,,163,106,359,,141,6,,,265,167,226,,,-16,,,,,
,159,,-694,,-649,-753,-815,,-712,-802,,,-978,-828,-833,,,-7,,,,,
,-167,-11,-4339,,-3241,-3832,-4949,,-2760,-3047,,,-3987,-3606,-3999,,,5,,,,,
,520,,-2008,,-1130,-1590,-2452,,-670,-815,,,-1426,-1242,-1504,,,2,,,,,
,-224,-21,531,,185,-98,-260,,167,-12,,,17,-143,-143,,,8,,,,,
,1298,-1,1070,,866,838,851,,724,825,,,955,756,726,,,4,,,,,
,-1540,-1,3868,,3127,3942,4853,,2592,3076,,,3866,3616,3719,,,-4,,,,,
,-30,24,2234,,1172,1835,2591,,663,824,,,1161,1238,1380,,,-7,,,,,
,234,-21,870,,361,451,663,,118,98,,,89,63,84,,,13,,,,,
,211,19,-487,,-573,-698,-621,,-623,-753,,,-828,-814,-711,,,5,,,,,
,1643,-18,-3817,,-3059,-3868,-4794,,-2580,-3014,,,-3771,-3672,-3908,,,-3,,,,,
,-2138,9,-2225,,-1292,-1694,-2683,,-731,-809,,,-1406,-1294,-1487,,,,,,,,
,105,-24,-764,,-404,-321,-743,,-142,-115,,,-140,-18,-15,,,-16,,,,,
,418,3,384,,538,734,645,,598,711,,,939,921,850,,,6,,,,,
,1655,-1,3833,,2966,3706,4676,,2625,2982,,,4060,3721,3964,,,,,,,,
,-2320,16,1904,,1115,1494,2340,,610,835,,,1131,1211,1460,,,10,,,,,
,427,-15,562,,304,374,629,,56,95,,,-151,-31,-129,,,-12,,,,,
,-92,10,-554,,-626,-626,-589,,-596,-770,,,-674,-789,-999,,,-10,,,,,
,61,,-4136,,-3092,-3801,-4866,,-2643,-3044,,,-3801,-3576,-3871,,,12,,,,,
,376,1,-1919,,-1093,-1573,-2430,,-650,-747,,,-1455,-1274,-1363,,,-13,,,,,
,-73,-10,-476,,-225,-329,-485,,-82,-11,,,-157,-66,41,,,6,,,,,
,227,-8,535,,647,791,660,,585,805,,,873,832,816,,,22,,,,,
,-208,10,3993,,3111,3920,4794,,2689,3027,,,3859,3573,3800,,,,,,,,
,-648,4,2088,,1157,1581,2507,,716,745,,,1138,1246,1691,,,-15,,,,,
,782,-28,367,,194,122,452,,129,2,,,257,110,144,,,-2,,,,,
,211,-1,-825,,-868,-985,-922,,-667,-790,,,-730,-780,-897,,,3,,,,,
,260,-3,-4107,,-3124,-3873,-4944,,-2672,-3052,,,-3742,-3585,-3997,,,4,,,,,
,-368,27,-2011,,-1096,-1427,-2351,,-748,-731,,,-1563,-1326,-1461,,,-1,,,,,
,-555,-26,-508,,-203,-242,-547,,-98,-30,,,-22,-75,-168,,,-2,,,,,
,-509,3,784,,777,780,846,,671,781,,,802,802,729,,,,,,,,
,746,19,4054,,3080,3812,4881,,2562,3057,,,3546,3581,3912,,,2,,,,,
,-535,-9,1879,,1036,1505,2297,,744,766,,,1486,1276,1400,,,-11,,,,,
,548,-13,321,,114,295,432,,7,-13,,,-3,106,248,,,-5,,,,,
,-120,-7,-712,,-699,-750,-749,,-671,-805,,,-851,-784,-757,,,9,,,,,
,-195,30,-3980,,-3036,-3919,-4876,,-2522,-2972,,,-3663,-3651,-4017,,,5,,,,,
,172,-30,-2029,,-1082,-1603,-2398,,-738,-733,,,-1549,-1361,-1466,,,,,,,,
,-156,31,-513,,-194,-224,-620,,-112,-64,,,-33,-59,-33,,,-7,,,,,
,-288,-11,670,,682,871,702,,611,715,,,927,786,566,,,6,,,,,
,-118,-1,3983,,3012,3804,4861,,2534,2953,,,3696,3584,3944,,,-4,,,,,
,496,-18,1976,,1093,1495,2380,,746,784,,,1534,1314,1493,,,-1,,,,,
,47,,375,,218,133,500,,146,107,,,233,149,114,,,-6,,,,,
,-100,19,-474,,-469,-586,-485,,-785,-672,,,-1343,-877,-587,,,2,,,,,
,-252,-20,-4108,,-3135,-3716,-4812,,-2697,-3021,,,-3765,-3613,-3910,,,-3,,,,,
,344,2,-2159,,-1254,-1543,-2430,,-713,-773,,,-1397,-1269,-1618,,,-3,,,,,
,-109,17,-387,,-130,-256,-477,,4,-25,,,-100,-144,-194,,,11,,,,,
,360,-17,834,,814,810,775,,759,794,,,914,771,710,,,1,,,,,
,-427,4,3923,,3054,3787,4661,,2711,3012,,,3810,3606,3850,,,,,,,,
,-334,-32,1958,,966,1499,2360,,620,756,,,1373,1301,1499,,,-3,,,,,
,100,28,472,,71,166,499,,-81,-8,,,111,91,137,,,14,,,,,
,579,-10,-626,,-640,-856,-757,,-616,-781,,,-808,-819,-732,,,-5,,,,,
,-550,-17,-3979,,-2985,-3792,-4768,,-2569,-2975,,,-3832,-3640,-3929,,,-4,,,,,
,1551,,-1880,,-971,-1427,-2455,,-678,-746,,,-1503,-1344,-1558,,,5,,,,,
,295,27,-441,,-213,-136,-522,,-192,-28,,,-267,-140,-110,,,-6,,,,,
,-498,-41,571,,644,815,724,,603,805,,,760,778,756,,,-4,,,,,
,-1192,-7,4068,,3114,3789,4781,,2711,3072,,,3877,3612,3864,,,5,,,,,
,75,3,1976,,1090,1413,2383,,777,784,,,1620,1274,1409,,,2,,,,,
,-6,-2,498,,154,201,269,,79,25,,,88,76,5,,,-1,,,,,
,-507,-1,-700,,-766,-756,-923,,-677,-782,,,-890,-780,-777,,,-2,,,,,
,809,7,-4060,,-3148,-3901,-4777,,-2558,-3080,,,-3769,-3607,-3932,,,-9,,,,,
,-316,-4,-2325,,-1255,-1885,-2528,,-626,-881,,,-1227,-1191,-1368,,,2,,,,,
,45,-8,-551,,-243,-444,-607,,-88,-84,,,-170,-113,-40,,,8,,,,,
,2481,27,684,,671,869,810,,596,775,,,914,814,728,,,-6,,,,,
,-2346,-2,3990,,3009,3904,4632,,2519,3016,,,3791,3632,3855,,,-2,,,,,
,142,-32,2074,,1035,1546,2456,,506,744,,,1328,1300,1617,,,8,,,,,
,271,16,440,,200,192,497,,-44,57,,,-34,95,358,,,1,,,,,
,-456,3,-627,,-559,-787,-780,,-538,-748,,,-873,-846,-704,,,,,,,,
,-441,-18,-4105,,-3070,-3886,-4866,,-2516,-3096,,,-3553,-3563,-4001,,,7,,,,,
,743,14,-1877,,-1154,-1439,-2342,,-729,-785,,,-1349,-1185,-1480,,,7,,,,,
,343,-2,-551,,-281,-278,-497,,-99,-68,,,-31,-25,-37,,,1,,,,,
,91,-1,565,,659,671,645,,723,741,,,925,786,657,,,2,,,,,
,3735,-12,4024,,3151,3869,4805,,2633,3087,,,3465,3465,3779,,,-16,,,,,
,-3475,3,1692,,1018,1446,2250,,639,780,,,1324,1226,1456,,,,,,,,
,-816,-2,548,,227,457,594,,86,40,,,226,200,200,,,-4,,,,,
,1622,-18,57,,-374,-429,-445,,-457,-733,,,-637,-813,-945,,,-3,,,,,
,-1819,21,-3715,,-2857,-3777,-4741,,-2548,-2970,,,-3858,-3686,-3873,,,15,,,,,
,-32,-17,-2348,,-1200,-1734,-2646,,-777,-772,,,-1496,-1294,-1426,,,-13,,,,,
,456,17,-589,,-178,-163,-547,,-120,-58,,,-241,-135,-121,,,3,,,,,
,6174,-19,429,,549,798,463,,690,711,,,1040,819,650,,,9,,,,,
,-3680,-2,3895,,2900,3807,4946,,2497,3029,,,3755,3618,3887,,,-13,,,,,
,-1159,23,1995,,1018,1513,2628,,556,796,,,1322,1257,1605,,,5,,,,,
,-1631,-23,228,,65,95,397,,-63,5,,,37,92,256,,,-4,,,,,
,-229,,-647,,-649,-708,-810,,-671,-780,,,-843,-808,-775,,,5,,,,,
,-47,-1,-3957,,-3016,-3741,-4935,,-2497,-2991,,,-3727,-3655,-4090,,,,,,,,
,860,1,-2045,,-1131,-1617,-2555,,-583,-765,,,-1214,-1234,-1537,,,-5,,,,,
,-606,1,-368,,-160,-328,-430,,11,-10,,,-148,-63,-9,,,5,,,,,
,337,-6,486,,693,613,740,,754,759,,,933,761,674,,,11,,,,,
,-163,5,4149,,3183,3953,4865,,2557,3052,,,3627,3615,3898,,,-7,,,,,
,1746,-11,2196,,1197,1778,2580,,632,783,,,1277,1255,1343,,,-3,,,,,
,-2239,12,377,,83,162,436,,4,-35,,,176,114,213,,,7,,,,,
,674,-2,-884,,-811,-1010,-848,,-716,-802,,,-717,-746,-633,,,,,,,,
,-382,-23,-4154,,-3157,-4018,-4919,,-2612,-3052,,,-3826,-3672,-3937,,,-17,,,,,
,521,24,-2218,,-1277,-1590,-2430,,-817,-764,,,-1506,-1331,-1450,,,1,,,,,
,-992,-2,-493,,-248,-117,-499,,-120,-28,,,-96,-134,-230,,,-1,,,,,
,814,-30,721,,775,842,712,,688,801,,,895,782,630,,,6,,,,,
,-468,,4004,,3179,3804,4916,,2692,3077,,,3776,3572,3959,,,2,,,,,
,78,2,1940,,1233,1507,2350,,858,773,,,1436,1287,1606,,,-4,,,,,
,-332,1,655,,388,356,565,,218,79,,,213,107,178,,,-5,,,,,
,1294,1,-464,,-554,-532,-600,,-701,-728,,,-900,-773,-694,,,9,,,,,
,-1425,-14,-3899,,-3015,-3698,-4756,,-2635,-2979,,,-3816,-3628,-3830,,,5,,,,,
,509,11,-2087,,-1226,-1695,-2589,,-674,-754,,,-1113,-1263,-1519,,,-3,,,,,
,-374,1,-458,,-286,-374,-443,,-81,30,,,-288,-177,-276,,,-1,,,,,
,-62,-2,561,,548,682,715,,446,699,,,662,802,729,,,-5,,,,,
,432,-12,3922,,3016,3922,4768,,2449,2995,,,3524,3622,3922,,,1,,,,,
,190,15,2158,,1203,1710,2647,,753,807,,,1397,1285,1431,,,-1,,,,,
,-530,-12,192,,41,62,510,,-76,-26,,,129,143,263,,,3,,,,,
,-151,10,-767,,-681,-988,-945,,-588,-779,,,-738,-846,-809,,,1,,,,,
,86,1,-4180,,-3097,-3922,-5031,,-2546,-3040,,,-3650,-3597,-3945,,,1,,,,,
,138,-2,-2149,,-1198,-1494,-2476,,-696,-780,,,-1395,-1244,-1448,,,,,,,,
,1744,2,-362,,-43,-82,-496,,53,24,,,-68,-134,-138,,,-3,,,,,
,-2035,1,513,,651,709,847,,538,761,,,718,768,1001,,,-1,,,,,
,61,-6,4012,,3049,3726,4809,,2523,2995,,,3709,3603,4027,,,11,,,,,
,141,-6,2053,,1011,1538,2493,,509,759,,,1220,1287,1601,,,-9,,,,,
,-246,,480,,154,445,617,,10,1,,,260,160,105,,,-1,,,,,
,730,-21,-637,,-708,-724,-787,,-567,-791,,,-476,-716,-853,,,-1,,,,,
,-713,3,-4177,,-3095,-3994,-5036,,-2583,-3047,,,-3716,-3629,-3954,,,-7,,,,,
,285,,-2331,,-1144,-1766,-2679,,-640,-788,,,-1427,-1284,-1501,,,11,,,,,
,-78,16,-238,,-63,-87,-413,,48,81,,,-158,-186,-318,,,5,,,,,
,589,-18,625,,659,882,698,,614,780,,,719,776,702,,,-6,,,,,
,-845,,4091,,3183,3926,4872,,2645,3050,,,3762,3677,4048,,,-4,,,,,
,283,-1,2225,,1262,1625,2584,,745,726,,,1552,1294,1549,,,5,,,,,
,-59,1,403,,212,230,543,,92,-5,,,159,83,284,,,-5,,,,,
,133,,-721,,-692,-763,-781,,-676,-766,,,-704,-842,-950,,,9,,,,,
,125,,-4033,,-3188,-3724,-4884,,-2770,-3029,,,-3942,-3630,-3935,,,-1,,,,,
,563,1,-2101,,-1219,-1539,-2465,,-727,-793,,,-1341,-1230,-1446,,,5,,,,,
,-759,-3,-584,,-279,-434,-445,,-60,-84,,,-149,-112,-6,,,-7,,,,,
,-207,3,676,,669,640,647,,591,706,,,727,760,827,,,2,,,,,
,178,-2,3904,,3052,3828,4758,,2672,3030,,,3753,3544,3812,,,-13,,,,,
,274,3,2147,,1223,1832,2637,,703,848,,,1386,1262,1456,,,17,,,,,
,-69,-20,523,,227,323,488,,-19,26,,,206,168,209,,,3,,,,,
,-202,16,-618,,-595,-871,-852,,-550,-804,,,-565,-766,-840,,,-4,,,,,
,1285,1,-4056,,-3113,-4007,-4940,,-2586,-3060,,,-3683,-3596,-3965,,,-5,,,,,
,59,-1,-2185,,-1226,-1682,-2572,,-680,-758,,,-1367,-1303,-1507,,,1,,,,,
,-1354,-16,-378,,-128,-60,-445,,56,65,,,-41,-163,-218,,,-6,,,,,
,-338,17,699,,698,925,952,,610,813,,,608,756,884,,,-1,,,,,
,3869,-18,4200,,3194,3922,4941,,2542,3056,,,3604,3557,3801,,,5,,,,,
,-3758,-7,2086,,1095,1465,2435,,646,791,,,1402,1260,1514,,,-4,,,,,
,194,25,470,,111,266,517,,-84,-14,,,105,134,189,,,-2,,,,,
,483,-18,-998,,-825,-816,-944,,-689,-829,,,-763,-726,-722,,,13,,,,,
,-165,,-4125,,-3095,-3957,-5001,,-2482,-3047,,,-3654,-3631,-3956,,,-7,,,,,
,-352,,-1875,,-1003,-1631,-2390,,-527,-732,,,-1359,-1309,-1494,,,-7,,,,,
,363,,-369,,-133,-283,-437,,9,-22,,,-101,-107,-10,,,-9,,,,,
,-275,-8,490,,659,808,659,,606,720,,,901,812,849,,,9,,,,,
,-124,9,4142,,3106,4053,4952,,2540,3022,,,3745,3607,3808,,,3,,,,,
,648,-1,2058,,1088,1509,2376,,714,745,,,1422,1285,1490,,,10,,,,,
,-456,,307,,126,46,325,,24,-12,,,237,127,292,,,-15,,,,,
,-310,1,-865,,-769,-857,-763,,-849,-760,,,-921,-834,-814,,,4,,,,,
,330,-38,-3989,,-3126,-3845,-4949,,-2828,-3052,,,-3933,-3604,-3851,,,3,,,,,
,562,37,-2086,,-1173,-1603,-2478,,-730,-813,,,-1382,-1203,-1495,,,7,,,,,
,-752,-24,-524,,-110,-203,-481,,7,-21,,,-97,-178,-306,,,-2,,,,,
,809,25,504,,699,630,681,,793,720,,,1165,797,732,,,-8,,,,,
,-740,-43,4058,,3068,3883,5003,,2552,3033,,,3422,3578,4044,,,-9,,,,,
,139,18,1984,,1010,1511,2359,,725,771,,,1433,1349,1546,,,8,,,,,
,-575,,506,,216,332,353,,96,57,,,327,128,-164,,,3,,,,,
,345,17,-630,,-712,-744,-730,,-781,-799,,,-711,-742,-741,,,12,,,,,
,1514,-19,-4192,,-3073,-3946,-4858,,-2567,-3056,,,-3674,-3575,-3757,,,-12,,,,,
,-1256,-17,-2104,,-1074,-1699,-2594,,-455,-756,,,-1225,-1246,-1398,,,11,,,,,
,713,1,-247,,-60,-179,-624,,150,-28,,,37,-100,-170,,,-5,,,,,
,-1022,2,635,,618,935,916,,524,751,,,767,773,777,,,-15,,,,,
,272,-4,3887,,3038,3921,4964,,2514,3048,,,3736,3627,3935,,,-1,,,,,
,-128,2,2038,,1082,1549,2570,,631,787,,,1405,1265,1563,,,13,,,,,
,-118,-17,430,,176,165,433,,-50,7,,,-72,23,138,,,7,,,,,
,-186,18,-867,,-713,-882,-993,,-631,-800,,,-785,-800,-764,,,-7,,,,,
,82,-1,-3851,,-3020,-3661,-4749,,-2665,-3039,,,-3765,-3619,-3984,,,,,,,,
,-138,,-1869,,-1075,-1410,-2241,,-726,-750,,,-1376,-1303,-1538,,,,,,,,
,360,-14,-455,,-122,-282,-435,,139,-43,,,123,-79,-100,,,-10,,,,,
,-52,3,293,,588,585,581,,726,726,,,848,829,815,,,3,,,,,
,3906,-2,4189,,3139,3987,4849,,2672,3111,,,3640,3580,3858,,,7,,,,,
,-3312,2,1945,,1109,1671,2451,,736,822,,,1331,1228,1402,,,,,,,,
,-428,8,433,,231,295,430,,43,14,,,159,123,161,,,4,,,,,
,143,-8,-633,,-611,-792,-844,,-648,-776,,,-746,-753,-581,,,12,,,,,
,-196,-3,-4098,,-3164,-3981,-4842,,-2748,-3043,,,-3841,-3570,-3715,,,-6,,,,,
,-144,,-2240,,-1292,-1668,-2489,,-772,-753,,,-1268,-1259,-1573,,,-9,,,,,
,78,-16,-474,,-364,-157,-427,,-280,-11,,,-163,-153,-219,,,-5,,,,,
,-211,-2,421,,601,750,730,,596,710,,,846,800,757,,,-9,,,,,
,653,14,3807,,3080,3742,4677,,2699,3033,,,3856,3614,3887,,,10,,,,,
